qid,run,docid,relevance,query_raw,doc_title,doc_url
query-44,Q0,diy+wikihow-offline+6411dc8d8fe2b5b294f5a0060c992fb9,1,how to iron a suit,How to Remove an Iron on Transfer From Clothes,https://www.wikihow.com/Remove-an-Iron-on-Transfer-From-Clothes
query-44,Q0,diy+wikihow-offline+6428b276a682b42d4e394acd2303fbfa,0,how to iron a suit,How to Create an Enchanted Garden,https://www.wikihow.com/Create-an-Enchanted-Garden
query-44,Q0,diy+wikihow-offline+697b0f49b43aaf0348cb85358aed7a5f,0,how to iron a suit,How to Remove Hem Marks,https://www.wikihow.com/Remove-Hem-Marks
query-44,Q0,diy+wikihow-offline+6ecf492c6da851cc0eead21a94a025a1,0,how to iron a suit,How to Fold a Pocket Square,https://www.wikihow.com/Fold-a-Pocket-Square
query-44,Q0,diy+wikihow-offline+70d9083213acd2782d0f971c32050149,0,how to iron a suit,How to Dress for an Interview (Women),https://www.wikihow.com/Dress-for-an-Interview-(Women)
query-44,Q0,diy+wikihow-offline+7815aa71dcc9f8914d17446758dbaf8b,0,how to iron a suit,How to Choose a Color for Suits,https://www.wikihow.com/Choose-a-Color-for-Suits
query-44,Q0,diy+wikihow-offline+7cbe736d1225938fa3c184c423a022eb,1,how to iron a suit,How to Iron a Polo Shirt,https://www.wikihow.com/Iron-a-Polo-Shirt
query-44,Q0,diy+wikihow-offline+7e2a135d1e723f68fb0aaaef369c39f2,0,how to iron a suit,How to Make a Simple Item of Clothing with a Thrifted Pattern,https://www.wikihow.com/Make-a-Simple-Item-of-Clothing-with-a-Thrifted-Pattern
query-44,Q0,diy+wikihow-offline+7ef23c1d093aad9689e8a19ddde5d254,0,how to iron a suit,How to Dress More Maturely,https://www.wikihow.com/Dress-More-Maturely
query-44,Q0,diy+wikihow-offline+8bd1478f445199a76f05797e1567b974,0,how to iron a suit,How to Pack a Garment Bag,https://www.wikihow.com/Pack-a-Garment-Bag
query-44,Q0,diy+wikihow-offline+8cec4a537c58a8a20951687cbfe86454,0,how to iron a suit,How to Do Iron on T Shirts and Make Designs on the Computer,https://www.wikihow.com/Do-Iron-on-T-Shirts-and-Make-Designs-on-the-Computer
query-44,Q0,diy+wikihow-offline+8f96f367b83ec74d1c626c4e72ead25b,1,how to iron a suit,How to Remove Wrinkles from Clothes Without an Iron,https://www.wikihow.com/Remove-Wrinkles-from-Clothes-Without-an-Iron
query-44,Q0,diy+wikihow-offline+9d18abdf83bd6ba8b53430dc15d81ebc,0,how to iron a suit,How to Dress up As Black Widow from Iron Man 2,https://www.wikihow.com/Dress-up-As-Black-Widow-from-Iron-Man-2
query-44,Q0,diy+wikihow-offline+a3123a18985fafb78111d62f0749a816,0,how to iron a suit,How to Make Piadina,https://www.wikihow.com/Make-Piadina
query-44,Q0,diy+wikihow-offline+ad47b25fa0e871e335e873cc6a9571e7,0,how to iron a suit,"How to Have the ""Old Skool"" Ratchet Look While Having Armor On in Ratchet and Clank: Size Matters (PSP)",https://www.wikihow.com/Have-the-%22Old-Skool%22-Ratchet-Look-While-Having-Armor-On-in-Ratchet-and-Clank:-Size-Matters-(PSP)
query-44,Q0,diy+wikihow-offline+b0001df8f984bbeacfb31e6400d3f3a0,0,how to iron a suit,How to Hit Golf Irons,https://www.wikihow.com/Hit-Golf-Irons
query-44,Q0,diy+wikihow-offline+b015c7c275d8ea0119aec9c0cfb83569,1,how to iron a suit,How to Attach a Patch to a Uniform Using Iron on Fusing Tape,https://www.wikihow.com/Attach-a-Patch-to-a-Uniform-Using-Iron-on-Fusing-Tape
query-44,Q0,diy+wikihow-offline+b70e2707808e8a8cd53ed5e6561d3564,0,how to iron a suit,How to Wear a Gray Suit,https://www.wikihow.com/Wear-a-Gray-Suit
query-44,Q0,diy+wikihow-offline+bb05aeddddbb1d60316fa06d15239e64,0,how to iron a suit,How to Iron Rayon,https://www.wikihow.com/Iron-Rayon
query-44,Q0,diy+wikihow-offline+bb1af71d3cf50aaddf0bc4e12276785b,0,how to iron a suit,How to Dress for a Job Interview in Summer,https://www.wikihow.com/Dress-for-a-Job-Interview-in-Summer
query-44,Q0,diy+wikihow-offline+c46c64b3d7adb9a511d545118d00afc2,0,how to iron a suit,How to Take Iron Supplements,https://www.wikihow.com/Take-Iron-Supplements
query-44,Q0,diy+wikihow-offline+cb47cc9051cc8224da418e05731d2f3e,0,how to iron a suit,How to Upgrade Your Power Suit in Crysis 3,https://www.wikihow.com/Upgrade-Your-Power-Suit-in-Crysis-3
query-44,Q0,diy+wikihow-offline+d1bae2df79c72abdf13c5ee16efdc29c,0,how to iron a suit,How to Sew a Hem,https://www.wikihow.com/Sew-a-Hem
query-44,Q0,diy+wikihow-offline+d34c38a71c653ea5cc0f4a4189b48f79,0,how to iron a suit,How to Make an Iron Man Mask,https://www.wikihow.com/Make-an-Iron-Man-Mask
query-44,Q0,diy+wikihow-offline+f67d0f6fc6f13e4445af2032184a4b67,0,how to iron a suit,How to Take the Stretch Out of an Elastic in Clothing,https://www.wikihow.com/Take-the-Stretch-Out-of-an-Elastic-in-Clothing
query-45,Q0,diy+wikihow-offline+0ad27d7232f115729ae32dfd881a3feb,0,how to warm up before a run,How to Run Longer and Faster,https://www.wikihow.com/Run-Longer-and-Faster
query-45,Q0,diy+wikihow-offline+10a3ef2f254e6a5d03a064c5304245bb,0,how to warm up before a run,How to Audition for the X Factor,https://www.wikihow.com/Audition-for-the-X-Factor
query-45,Q0,diy+wikihow-offline+1af453484d23c3d4e9d4e01541680614,0,how to warm up before a run,How to Heat Water Using Solar Energy,https://www.wikihow.com/Heat-Water-Using-Solar-Energy
query-45,Q0,diy+wikihow-offline+200dd57d08446c9c0d69ddd5790e2c65,0,how to warm up before a run,How to Get Faster at Running,https://www.wikihow.com/Get-Faster-at-Running
query-45,Q0,diy+wikihow-offline+2102d148bc5f0587877e78e71233dce9,0,how to warm up before a run,How to Run or Walk Outdoors in Hot Weather,https://www.wikihow.com/Run-or-Walk-Outdoors-in-Hot-Weather
query-45,Q0,diy+wikihow-offline+26227d064258cb8c413bd71e369d7074,0,how to warm up before a run,How to Survive a Fall Through Ice,https://www.wikihow.com/Survive-a-Fall-Through-Ice
query-45,Q0,diy+wikihow-offline+2bfac501e337df38dc6dde4a8843aa8c,0,how to warm up before a run,How to Get Hot Legs Fast,https://www.wikihow.com/Get-Hot-Legs-Fast
query-45,Q0,diy+wikihow-offline+2f39f4c209692e2ecc22a014a9896faf,0,how to warm up before a run,How to Run Long Distances,https://www.wikihow.com/Run-Long-Distances
query-45,Q0,diy+wikihow-offline+2feb7798254f67e14f80c3bfc485409a,0,how to warm up before a run,How to Stay Cool when It's Hot at Camp,https://www.wikihow.com/Stay-Cool-when-It%27s-Hot-at-Camp
query-45,Q0,diy+wikihow-offline+3035314850a33bcaea76cd110e9eeaa0,0,how to warm up before a run,How to Warm up for Running,https://www.wikihow.com/Warm-up-for-Running
query-45,Q0,diy+wikihow-offline+31c9399ad476c383b8c36cb2ff95325c,0,how to warm up before a run,How to Get Into Sprinting (Beginners),https://www.wikihow.com/Get-Into-Sprinting-(Beginners)
query-45,Q0,diy+wikihow-offline+3a700b8bf0d70d92298abaf7371c57a4,0,how to warm up before a run,How to Run for a Long Time,https://www.wikihow.com/Run-for-a-Long-Time
query-45,Q0,diy+wikihow-offline+3deaa71c88a29255e8dbb483cf836e2c,1,how to warm up before a run,How to Avoid Cramps While Running,https://www.wikihow.com/Avoid-Cramps-While-Running
query-45,Q0,diy+wikihow-offline+41e7e5c545b7ac903a15e635c9479405,2,how to warm up before a run,How to Stretch Before and After Running,https://www.wikihow.com/Stretch-Before-and-After-Running
query-45,Q0,diy+wikihow-offline+4a77a5e074e80ce60c3d5aad4555ae5a,0,how to warm up before a run,How to Make Wassail (a Warm Punch),https://www.wikihow.com/Make-Wassail-(a-Warm-Punch)
query-45,Q0,diy+wikihow-offline+4db4c9e715bf3afc6b267dd8080352cc,1,how to warm up before a run,How to Warm Up for Crossfit,https://www.wikihow.com/Warm-Up-for-Crossfit
query-45,Q0,diy+wikihow-offline+4e748ecdfd6d6998a05addf95424b415,1,how to warm up before a run,How to Prepare for a Military Physical Screening Test,https://www.wikihow.com/Prepare-for-a-Military-Physical-Screening-Test
query-45,Q0,diy+wikihow-offline+5eea9aa66c2a5cfea260043487a464e6,1,how to warm up before a run,How to Prepare for Your First Set Sequenced Hot Vinyasa (Yoga) Class,https://www.wikihow.com/Prepare-for-Your-First-Set-Sequenced-Hot-Vinyasa-(Yoga)-Class
query-45,Q0,diy+wikihow-offline+666ad90c25f5c63d811aa6861e09d1b2,0,how to warm up before a run,How to Stay Safe During Your Run,https://www.wikihow.com/Stay-Safe-During-Your-Run
query-45,Q0,diy+wikihow-offline+68e500c9c8be9713a5448e68088a3b1a,0,how to warm up before a run,How to Run a Faster 10K,https://www.wikihow.com/Run-a-Faster-10K
query-45,Q0,diy+wikihow-offline+6a883fa00e9e89c4dacc7056396b6693,0,how to warm up before a run,How to Run in Winter,https://www.wikihow.com/Run-in-Winter
query-45,Q0,diy+wikihow-offline+6b540638384cdf726624cbb10d7137d8,2,how to warm up before a run,How to Warm Up,https://www.wikihow.com/Warm-Up
query-45,Q0,diy+wikihow-offline+6bdb8024643b44b36f1dbccecd4b6aa4,0,how to warm up before a run,How to Exercise Outdoors in Winter Weather,https://www.wikihow.com/Exercise-Outdoors-in-Winter-Weather
query-45,Q0,diy+wikihow-offline+6ccc5ced62ddfb9bbc38ffebde93734f,0,how to warm up before a run,How to Clean a Milk Frother,https://www.wikihow.com/Clean-a-Milk-Frother
query-45,Q0,diy+wikihow-offline+6e05396c1d7409b02af6d960b901bde3,0,how to warm up before a run,How to Run a Mile,https://www.wikihow.com/Run-a-Mile
query-45,Q0,diy+wikihow-offline+74ec5010247bc81b9cb19d6e68685624,0,how to warm up before a run,How to Play Run 2 on Coolmath,https://www.wikihow.com/Play-Run-2-on-Coolmath
query-45,Q0,diy+wikihow-offline+7d80a3e3e3b5e4628c27cc2666a0b1d1,0,how to warm up before a run,How to Keep Running During Snow Season,https://www.wikihow.com/Keep-Running-During-Snow-Season
query-45,Q0,diy+wikihow-offline+88cfcaedf890ff2da96886dd7957bca5,0,how to warm up before a run,How to Warm Up for Archery,https://www.wikihow.com/Warm-Up-for-Archery
query-45,Q0,diy+wikihow-offline+88f5ab7c5844c0d021e51763257d4ca6,0,how to warm up before a run,How to Stay Warm when Working on the Farm,https://www.wikihow.com/Stay-Warm-when-Working-on-the-Farm
query-45,Q0,diy+wikihow-offline+9bd34c1ff948df9183a2acda6690275f,0,how to warm up before a run,How to Run Uphill,https://www.wikihow.com/Run-Uphill
query-45,Q0,diy+wikihow-offline+a734829e784e6e0cd11c6f45e75fa6c7,2,how to warm up before a run,How to Prepare for Running,https://www.wikihow.com/Prepare-for-Running
query-45,Q0,diy+wikihow-offline+ae98e68b2d601ada96a947d074758442,1,how to warm up before a run,How to Get Rid of Side Aches when Running,https://www.wikihow.com/Get-Rid-of-Side-Aches-when-Running
query-45,Q0,diy+wikihow-offline+b05d6bf3b62642048b3e187c40c18934,0,how to warm up before a run,How to Make a Warm Compress,https://www.wikihow.com/Make-a-Warm-Compress
query-45,Q0,diy+wikihow-offline+b723f22a71ef16f382928bc5dd6502d2,0,how to warm up before a run,How to Cool a Hot Car as Quickly as Possible,https://www.wikihow.com/Cool-a-Hot-Car-as-Quickly-as-Possible
query-45,Q0,diy+wikihow-offline+b9f4210d9b740ebf6941e3df49447aa1,0,how to warm up before a run,How to Win a Cross Country Race,https://www.wikihow.com/Win-a-Cross-Country-Race
query-45,Q0,diy+wikihow-offline+bd0bcc4a878204dcd4e8064d290b7f3a,0,how to warm up before a run,How to Burn Fat by Running,https://www.wikihow.com/Burn-Fat-by-Running
query-45,Q0,diy+wikihow-offline+bf0bf2d23bae912a934da2cc558e6d98,0,how to warm up before a run,How to Run a Fast Half Mile,https://www.wikihow.com/Run-a-Fast-Half-Mile
query-45,Q0,diy+wikihow-offline+c6c62b9e714c58c8745c12e5652117b9,0,how to warm up before a run,How to Train for a Mile,https://www.wikihow.com/Train-for-a-Mile
query-45,Q0,diy+wikihow-offline+d8e2323a69b8b9598c92c192afa6cd10,0,how to warm up before a run,How to Prevent a Runny Nose in Cold Weather,https://www.wikihow.com/Prevent-a-Runny-Nose-in-Cold-Weather
query-45,Q0,diy+wikihow-offline+d95e96970e8ecb7cf43ab94c7eaae48a,0,how to warm up before a run,How to Survive a Public Shooting,https://www.wikihow.com/Survive-a-Public-Shooting
query-45,Q0,diy+wikihow-offline+d9fcdacc30747ca4dd870e1d2387c710,0,how to warm up before a run,How to Run a 6 Minute Mile,https://www.wikihow.com/Run-a-6-Minute-Mile
query-45,Q0,diy+wikihow-offline+da056471d2b6e2419e0701cd9129f392,0,how to warm up before a run,How to Improve Your Sprinting,https://www.wikihow.com/Improve-Your-Sprinting
query-45,Q0,diy+wikihow-offline+dbdcae725421750f7d82f5dd65543f60,0,how to warm up before a run,How to Exercise in Your Bedroom,https://www.wikihow.com/Exercise-in-Your-Bedroom
query-45,Q0,diy+wikihow-offline+efe88a9ba55002aaf6d43cde63bd1ab4,0,how to warm up before a run,How to Wear Men's Running Tights,https://www.wikihow.com/Wear-Men%27s-Running-Tights
query-46,Q0,diy+wikihow-offline+07ee0ebaa99dc78bddd0a909c3108c78,1,how to open a champagne bottle,How to Recork Champagne,https://www.wikihow.com/Recork-Champagne
query-46,Q0,diy+wikihow-offline+0fa28143c2616516c19d626d3a15ffe7,0,how to open a champagne bottle,How to Change Your Google Background,https://www.wikihow.com/Change-Your-Google-Background
query-46,Q0,diy+wikihow-offline+1393acd89ae7d2fb7753d80466baa21d,0,how to open a champagne bottle,How to Open a Boutique,https://www.wikihow.com/Open-a-Boutique
query-46,Q0,diy+wikihow-offline+179c53538c557568183994d974df71b5,1,how to open a champagne bottle,How to Make Decorative Bottles for the Kitchen,https://www.wikihow.com/Make-Decorative-Bottles-for-the-Kitchen
query-46,Q0,diy+wikihow-offline+17dac00812ccdffbe4009a5602f60985,1,how to open a champagne bottle,How to Open a Beer Bottle,https://www.wikihow.com/Open-a-Beer-Bottle
query-46,Q0,diy+wikihow-offline+197a8acbe1f9c66d6bcd5b44984182d9,2,how to open a champagne bottle,How to Properly Open a Bottle of Sparkling Wine,https://www.wikihow.com/Properly-Open-a-Bottle-of-Sparkling-Wine
query-46,Q0,diy+wikihow-offline+1a45ee8d3ebaa1bf8d7bf2c324d226e7,0,how to open a champagne bottle,How to Open a Pomegranate,https://www.wikihow.com/Open-a-Pomegranate
query-46,Q0,diy+wikihow-offline+270bafdccddb916ab6734ce990e749cd,0,how to open a champagne bottle,How to Open a Green Laundromat,https://www.wikihow.com/Open-a-Green-Laundromat
query-46,Q0,diy+wikihow-offline+2b729143baa2c7e3506d0b271ecf289b,0,how to open a champagne bottle,How to Open up if You're Painfully Shy,https://www.wikihow.com/Open-up-if-You%27re-Painfully-Shy
query-46,Q0,diy+wikihow-offline+313d80df4218e8e8a7c0e09d89f5320f,0,how to open a champagne bottle,How to Play MKV Files,https://www.wikihow.com/Play-MKV-Files
query-46,Q0,diy+wikihow-offline+41a6718b8e552a9d916ae5ebf8419135,0,how to open a champagne bottle,How to Make Champagne Sorbet,https://www.wikihow.com/Make-Champagne-Sorbet
query-46,Q0,diy+wikihow-offline+4b4bcc0ecaab610ecd236c6860a1a82e,0,how to open a champagne bottle,How to Store Anaheim Peppers,https://www.wikihow.com/Store-Anaheim-Peppers
query-46,Q0,diy+wikihow-offline+4df5147334d79e835ecfcec817ab2a54,2,how to open a champagne bottle,How to Open a Champagne Bottle,https://www.wikihow.com/Open-a-Champagne-Bottle
query-46,Q0,diy+wikihow-offline+4f6c8bc14c8198fc0a06177132c961f2,0,how to open a champagne bottle,How to Open Pistachios,https://www.wikihow.com/Open-Pistachios
query-46,Q0,diy+wikihow-offline+53a43b35a744197228c97b82b10cf3a8,2,how to open a champagne bottle,How to Open a Champagne Bottle with a Sword,https://www.wikihow.com/Open-a-Champagne-Bottle-with-a-Sword
query-46,Q0,diy+wikihow-offline+55d8d4411fada15052c2ae525665b616,0,how to open a champagne bottle,How to Chill Champagne,https://www.wikihow.com/Chill-Champagne
query-46,Q0,diy+wikihow-offline+5629bf99b7054cc276b515d281a7a7da,0,how to open a champagne bottle,How to Make Champurrado (Mexican Hot Chocolate),https://www.wikihow.com/Make-Champurrado-(Mexican-Hot-Chocolate)
query-46,Q0,diy+wikihow-offline+590207155d5aac1fbc487508ce3e7f2d,0,how to open a champagne bottle,How to Add a Telegram Bot on PC or Mac,https://www.wikihow.com/Add-a-Telegram-Bot-on-PC-or-Mac
query-46,Q0,diy+wikihow-offline+6399f861c9ba678546491d7fb801cdd3,0,how to open a champagne bottle,How to Make an Octopus Costume,https://www.wikihow.com/Make-an-Octopus-Costume
query-46,Q0,diy+wikihow-offline+66d79f5e00462dd642394163351016c4,1,how to open a champagne bottle,How to Open a Bottle Without a Bottle Opener,https://www.wikihow.com/Open-a-Bottle-Without-a-Bottle-Opener
query-46,Q0,diy+wikihow-offline+6b9550da1b8bb34be806277c97bbd6b6,0,how to open a champagne bottle,How to Pour a Glass of Champagne,https://www.wikihow.com/Pour-a-Glass-of-Champagne
query-46,Q0,diy+wikihow-offline+6b9865919dc269c5f06f44c9462c5b30,0,how to open a champagne bottle,How to Reuse Screw Top Wine Bottles for Making Wine,https://www.wikihow.com/Reuse-Screw-Top-Wine-Bottles-for-Making-Wine
query-46,Q0,diy+wikihow-offline+738b52cbdd89e722503cf2da66f18c7c,1,how to open a champagne bottle,How to Open a Bottle of Wine,https://www.wikihow.com/Open-a-Bottle-of-Wine
query-46,Q0,diy+wikihow-offline+73ccba76371d78aa3ce16144b7e0a791,0,how to open a champagne bottle,How to Get Shipt Shopper to Open Right to Available Orders,https://www.wikihow.com/Get-Shipt-Shopper-to-Open-Right-to-Available-Orders
query-46,Q0,diy+wikihow-offline+7753e3ffeaa8ca27a8c363544a42c9e3,0,how to open a champagne bottle,How to Check ESNs,https://www.wikihow.com/Check-ESNs
query-46,Q0,diy+wikihow-offline+77fd90f3fc9b384ce798944e6c41c000,0,how to open a champagne bottle,How to Use Virtual Open Access Lab at Texas A&amp;M,https://www.wikihow.com/Use-Virtual-Open-Access-Lab-at-Texas-A%26M
query-46,Q0,diy+wikihow-offline+8975c89fe9f8dd6667fc2b8c6712779e,0,how to open a champagne bottle,How to Open Incognito Mode by Default in Google Chrome (Windows),https://www.wikihow.com/Open-Incognito-Mode-by-Default-in-Google-Chrome-(Windows)
query-46,Q0,diy+wikihow-offline+8bd36c21383fa6ed554af68859cf3f29,0,how to open a champagne bottle,How to Create Your Own Chat Bot with BOT libre,https://www.wikihow.com/Create-Your-Own-Chat-Bot-with-BOT-libre
query-46,Q0,diy+wikihow-offline+8d25419b96a3d5241f0145dc83cbcc91,0,how to open a champagne bottle,How to Open Winmail.dat,https://www.wikihow.com/Open-Winmail.dat
query-46,Q0,diy+wikihow-offline+8fe99f2d7b07364a1705d22953ef74ef,0,how to open a champagne bottle,How to Play the Sicilian Defence Opening in Chess,https://www.wikihow.com/Play-the-Sicilian-Defence-Opening-in-Chess
query-46,Q0,diy+wikihow-offline+93f048bd0eee7427e1185cd7bdff7ae2,0,how to open a champagne bottle,How to Remove a Broken Cork,https://www.wikihow.com/Remove-a-Broken-Cork
query-46,Q0,diy+wikihow-offline+96ec451b873e706514939c3732da8123,0,how to open a champagne bottle,How to Open a Bostitch Heavy Duty Stapler,https://www.wikihow.com/Open-a-Bostitch-Heavy-Duty-Stapler
query-46,Q0,diy+wikihow-offline+a410f4faf49582fde90348c075f6c4c1,0,how to open a champagne bottle,How to Open a Beer Bottle with a Key,https://www.wikihow.com/Open-a-Beer-Bottle-with-a-Key
query-46,Q0,diy+wikihow-offline+b2e8cde9625ee68654473674f3da871a,0,how to open a champagne bottle,How to Open Ports,https://www.wikihow.com/Open-Ports
query-46,Q0,diy+wikihow-offline+bae4caa74b6fa448f09c6890150a67d9,0,how to open a champagne bottle,How to Open Regedit,https://www.wikihow.com/Open-Regedit
query-46,Q0,diy+wikihow-offline+bcfa0d5de932cade2db013e5908e9c0c,0,how to open a champagne bottle,How to Build a Bottle Rocket,https://www.wikihow.com/Build-a-Bottle-Rocket
query-46,Q0,diy+wikihow-offline+be956f5123c3117f240c7e1af78d3db7,0,how to open a champagne bottle,How to Use Your Computer Without a Mouse,https://www.wikihow.com/Use-Your-Computer-Without-a-Mouse
query-46,Q0,diy+wikihow-offline+c7eb01f537e2fd52175a136fea570982,0,how to open a champagne bottle,How to Make a Party in Aura Kingdom,https://www.wikihow.com/Make-a-Party-in-Aura-Kingdom
query-46,Q0,diy+wikihow-offline+d69165b7c616a05517c45754f5761186,0,how to open a champagne bottle,How to Use a Keyboard to Click Instead of a Mouse,https://www.wikihow.com/Use-a-Keyboard-to-Click-Instead-of-a-Mouse
query-46,Q0,diy+wikihow-offline+daa8708dc52f423322e2955eb7571556,0,how to open a champagne bottle,How to Open a Demat Account in India,https://www.wikihow.com/Open-a-Demat-Account-in-India
query-46,Q0,diy+wikihow-offline+dd9a5218a0bc44386016d167198859ff,1,how to open a champagne bottle,How to Store Champagne,https://www.wikihow.com/Store-Champagne
query-46,Q0,diy+wikihow-offline+e35a1f51186b207566c7974180dd054a,0,how to open a champagne bottle,How to Use VCollab in Microsoft Office Documents,https://www.wikihow.com/Use-VCollab-in-Microsoft-Office-Documents
query-46,Q0,diy+wikihow-offline+e477efc206c8fe4dead2e766a36af56e,0,how to open a champagne bottle,How to Open an Online Boutique,https://www.wikihow.com/Open-an-Online-Boutique
query-46,Q0,diy+wikihow-offline+fcf1e49e23ebb85a1c6ce918ed62ed95,0,how to open a champagne bottle,How to Unlock a Dewalt Miter Saw,https://www.wikihow.com/Unlock-a-Dewalt-Miter-Saw
query-46,Q0,diy+wikihow-offline+fdaaf1324fbec833dfde8fea4a0394f6,0,how to open a champagne bottle,How to Make Sparkling Cherry Sangria,https://www.wikihow.com/Make-Sparkling-Cherry-Sangria
query-46,Q0,diy+wikihow-offline+ffff04496c981c86e8ef0e5ba2534c83,0,how to open a champagne bottle,How to Store Vintage Champagne,https://www.wikihow.com/Store-Vintage-Champagne
query-47,Q0,diy+wikihow-offline+14a22c50d13a2863a2eddfcac31587d1,2,how to install a sprinkler system,How to Install an Irrigation System,https://www.wikihow.com/Install-an-Irrigation-System
query-47,Q0,diy+wikihow-offline+1939c6cb00c90e26e34b2f6ad924351e,2,how to install a sprinkler system,How to Set up an Inexpensive Irrigation System,https://www.wikihow.com/Set-up-an-Inexpensive-Irrigation-System
query-47,Q0,diy+wikihow-offline+2134d33eb4c00a541e4dd20a21ef322a,0,how to install a sprinkler system,How to Prepare for a House Fire,https://www.wikihow.com/Prepare-for-a-House-Fire
query-47,Q0,diy+wikihow-offline+251dc563faada94e7e11c1acac559d22,1,how to install a sprinkler system,How to Repair a Pop up Sprinkler Head,https://www.wikihow.com/Repair-a-Pop-up-Sprinkler-Head
query-47,Q0,diy+wikihow-offline+25f4d0c8d62622b9c2e95fad26a018e9,2,how to install a sprinkler system,How to Install a Sprinkler System,https://www.wikihow.com/Install-a-Sprinkler-System
query-47,Q0,diy+wikihow-offline+27fa612351a55ad68aa638f2136be9c4,1,how to install a sprinkler system,How to Cap Off a Sprinkler Head,https://www.wikihow.com/Cap-Off-a-Sprinkler-Head
query-47,Q0,diy+wikihow-offline+3dd6b635fc16f6b80a67c0fe7de49a11,0,how to install a sprinkler system,How to Make Waterproof Fire Starters,https://www.wikihow.com/Make-Waterproof-Fire-Starters
query-47,Q0,diy+wikihow-offline+40a03bfc6c76d9d2d89638207e181bc9,1,how to install a sprinkler system,How to Replace a Lawn Sprinkler Head,https://www.wikihow.com/Replace-a-Lawn-Sprinkler-Head
query-47,Q0,diy+wikihow-offline+598f5354678a22f53c153c3edd667dda,1,how to install a sprinkler system,How to Fix a Broken Sprinkler Pipe,https://www.wikihow.com/Fix-a-Broken-Sprinkler-Pipe
query-47,Q0,diy+wikihow-offline+63f3d8e0cdd24b862822ff79562df8e1,0,how to install a sprinkler system,How to Adjust Sprinkler Heads,https://www.wikihow.com/Adjust-Sprinkler-Heads
query-47,Q0,diy+wikihow-offline+7759d38f8058c3da4c398eb33a3f395c,0,how to install a sprinkler system,How to Buy Lawn Sprinklers,https://www.wikihow.com/Buy-Lawn-Sprinklers
query-47,Q0,diy+wikihow-offline+85050a41a18e4e6339bfa7303f6a9180,1,how to install a sprinkler system,How to Repair a Leaking Irrigation System,https://www.wikihow.com/Repair-a-Leaking-Irrigation-System
query-47,Q0,diy+wikihow-offline+86f17bf4b3567db6161b17ef838946b0,0,how to install a sprinkler system,How to Replace a Lawn Sprinkler Timer,https://www.wikihow.com/Replace-a-Lawn-Sprinkler-Timer
query-47,Q0,diy+wikihow-offline+88086c7eaf1441c11f70ea6e2b9d5bfd,0,how to install a sprinkler system,How to Make an Indoor Aquaponics System,https://www.wikihow.com/Make-an-Indoor-Aquaponics-System
query-47,Q0,diy+wikihow-offline+995e721822a73e56343e98bc40546331,0,how to install a sprinkler system,How to Rescue Dying Landscape Plants,https://www.wikihow.com/Rescue-Dying-Landscape-Plants
query-47,Q0,diy+wikihow-offline+99a182ffcc17af4d0cf483a7bf900da8,0,how to install a sprinkler system,How to Adjust Rainbird Sprinklers,https://www.wikihow.com/Adjust-Rainbird-Sprinklers
query-47,Q0,diy+wikihow-offline+b51aa883750bfe100711e23760fa7b7e,0,how to install a sprinkler system,How to Build an Accessible Garden Table,https://www.wikihow.com/Build-an-Accessible-Garden-Table
query-47,Q0,diy+wikihow-offline+bb933af7fb52af071a0436dd3a600df7,0,how to install a sprinkler system,How to Operate the SinoBaler Bottle Baler,https://www.wikihow.com/Operate-the-SinoBaler-Bottle-Baler
query-47,Q0,diy+wikihow-offline+c97202c06608fb6239a70629b49ba07b,0,how to install a sprinkler system,How to Install a Shower Stall,https://www.wikihow.com/Install-a-Shower-Stall
query-47,Q0,diy+wikihow-offline+ca041aee0b992e932cfcce53415b81ca,0,how to install a sprinkler system,How to Protect Sprinkler Heads,https://www.wikihow.com/Protect-Sprinkler-Heads
query-47,Q0,diy+wikihow-offline+cbd61942df57deda34ca2c26e4fe886a,0,how to install a sprinkler system,How to Use the Sanitize Setting on a Bosch SilencePlus 50 dBA Dishwasher,https://www.wikihow.com/Use-the-Sanitize-Setting-on-a-Bosch-SilencePlus-50-dBA-Dishwasher
query-47,Q0,diy+wikihow-offline+d7764317047f8424e511fc26d0a0e309,0,how to install a sprinkler system,How to Adjust an Impact Sprinkler,https://www.wikihow.com/Adjust-an-Impact-Sprinkler
query-47,Q0,diy+wikihow-offline+d7cbec6d68bc683ff654865dea005bf2,1,how to install a sprinkler system,How to Calibrate Your Sprinklers,https://www.wikihow.com/Calibrate-Your-Sprinklers
query-47,Q0,diy+wikihow-offline+dad87e9479f050c13a439c1dc8da04ec,0,how to install a sprinkler system,How to Create an Automatic Plant Watering Device from a Hot Sauce Bottle,https://www.wikihow.com/Create-an-Automatic-Plant-Watering-Device-from-a-Hot-Sauce-Bottle
query-47,Q0,diy+wikihow-offline+e15e8707bc94eb2eeffdc0e47a8357f9,0,how to install a sprinkler system,How to Choose an Under the Sink Water Filter,https://www.wikihow.com/Choose-an-Under-the-Sink-Water-Filter
query-47,Q0,diy+wikihow-offline+f5c5089244bb0e49fb54a3665153db71,1,how to install a sprinkler system,How to Repair a Broken Sprinkler Line,https://www.wikihow.com/Repair-a-Broken-Sprinkler-Line
query-47,Q0,diy+wikihow-offline+f67bfea7ac904af5fed81944c6ac49e7,1,how to install a sprinkler system,How to Install a Temporary Irrigation System,https://www.wikihow.com/Install-a-Temporary-Irrigation-System
