qid,run,docid,relevance,query_raw,doc_title,doc_url
query-33,Q0,cooking+recipe1m+848c886ec001f46829400634f2590ee1,2,can i have tender cooked pork,Roast Pork Tenderloin,http://tastykitchen.com/recipes/main-courses/roast-pork-tenderloin-2/
query-33,Q0,cooking+recipe1m+875459df7a3467b9f1c5628c4711150f,2,can i have tender cooked pork,Easy Tender Grilled Pork Steak,http://www.food.com/recipe/easy-tender-grilled-pork-steak-293816
query-33,Q0,cooking+recipe1m+8788f0a16e7369717999dfdd43466ffa,2,can i have tender cooked pork,Tender Pork Tenderloin,http://www.epicurious.com/recipes/food/views/tender-pork-tenderloin-106805
query-33,Q0,cooking+recipe1m+8938e5f23553dac32ad78350a0240dd9,2,can i have tender cooked pork,Brown Sugar Pork Tenderloin,http://tastykitchen.com/recipes/main-courses/brown-sugar-pork-tenderloin/
query-33,Q0,cooking+recipe1m+91a14be5937ede862688724aa44d13dc,2,can i have tender cooked pork,Baked Pork Tenderloin,http://www.food.com/recipe/baked-pork-tenderloin-319628
query-33,Q0,cooking+recipe1m+9346cb0ba6509cc97a94633eae10e743,2,can i have tender cooked pork,Tender Pork Roast,http://www.food.com/recipe/tender-pork-roast-157332
query-33,Q0,cooking+recipe1m+936f96cce6cefdd7c88345a8c3ebc545,0,can i have tender cooked pork,Delicious and Healthy Sweet & Sour Pork With Chicken Tenders,https://cookpad.com/us/recipes/152689-delicious-and-healthy-sweet-sour-pork-with-chicken-tenders
query-33,Q0,cooking+recipe1m+95e39d1d02ddb88355002d40ae6f85af,0,can i have tender cooked pork,Mixed Noodles,http://www.food.com/recipe/mixed-noodles-184374
query-33,Q0,cooking+recipe1m+9707b74eb33db072ef45a97feea1ddde,2,can i have tender cooked pork,Roasted Pork Tenders with Orange Chile Sauce,http://www.foodnetwork.com/recipes/emeril-lagasse/roasted-pork-tenders-with-orange-chile-sauce-recipe.html
query-33,Q0,cooking+recipe1m+99de69831468714fc59a5080ea25e603,2,can i have tender cooked pork,M.J.'S Orange Marinated Pork Tenderloin (Easy And Elegant) Recipe,http://cookeatshare.com/recipes/m-j-s-orange-marinated-pork-tenderloin-easy-and-elegant-26250
query-33,Q0,cooking+recipe1m+9ad4f65c57548871be84ab973bebd115,1,can i have tender cooked pork,Rafute (Okinawan glazed pork),http://www.food.com/recipe/rafute-okinawan-glazed-pork-77987
query-33,Q0,cooking+recipe1m+9b26f030eb8da61a8cc2a801c5f17eff,2,can i have tender cooked pork,Tender Pork Roast,https://cookpad.com/us/recipes/340382-tender-pork-roast
query-33,Q0,cooking+recipe1m+9cc6d0c3063bf6f79402fcacdeacb85f,2,can i have tender cooked pork,"Pork Tenderloin With Rhubarb, Pear, Rosemary and Honey",http://cooking.nytimes.com/recipes/8548
query-33,Q0,cooking+recipe1m+a13dfde7e3e7546bc9010cbf14253d67,2,can i have tender cooked pork,Earth Family Bacon Wrapped Tenderloin Recipe chefbonesuckin,http://www.chowhound.com/recipes/earth-family-bacon-wrapped-tenderloin-30128
query-33,Q0,cooking+recipe1m+a2a0f6a60e1187d71d9c5c3be5c49ebc,2,can i have tender cooked pork,Tender Oven Roasted Pork and Veggies,http://www.food.com/recipe/tender-oven-roasted-pork-and-veggies-162842
query-33,Q0,cooking+recipe1m+a621ce617988498d6bcfbb209f219766,2,can i have tender cooked pork,Tender Pan-Fried Pork Filet,https://cookpad.com/us/recipes/154887-tender-pan-fried-pork-filet
query-33,Q0,cooking+recipe1m+a769beea623a71ce2acff81b7ce30b3b,1,can i have tender cooked pork,Pork-and-Pineapple Coconut Curry,http://www.foodandwine.com/recipes/pork-and-pineapple-coconut-curry
query-33,Q0,cooking+recipe1m+a929989b20d44e3fb911e367f0863fc3,2,can i have tender cooked pork,Pork Fillet with Cherries Caramelized in Root Beer and Pistachios,http://www.foodnetwork.com/recipes/pork-fillet-with-cherries-caramelized-in-root-beer-and-pistachios-recipe.html
query-33,Q0,cooking+recipe1m+a9b1b38ca443670e2aecf247d8edc98b,2,can i have tender cooked pork,Pork & Hominy in Red Chiles Soup/Stew,http://www.food.com/recipe/pork-hominy-in-red-chiles-soup-stew-163159
query-33,Q0,cooking+recipe1m+ab09220aac0079953eba2f2779220fba,2,can i have tender cooked pork,tender pork teriyaki,https://cookpad.com/us/recipes/347043-tender-pork-teriyaki
query-33,Q0,cooking+recipe1m+ae011fb00383879b32f2f9ac3d35a937,1,can i have tender cooked pork,Stuffed Pork Tenderloin with Red Wine Gravy,http://tastykitchen.com/recipes/main-courses/stuffed-pork-tenderloin-with-red-wine-gravy/
query-33,Q0,cooking+recipe1m+b1292b5273fc8fb2a95ef965ba70891a,0,can i have tender cooked pork,Curried Pork and Squash,http://www.foodandwine.com/recipes/curried-pork-and-squash
query-33,Q0,cooking+recipe1m+b26a34f45e9bfa5aaefdc46254f594e9,2,can i have tender cooked pork,Ginger Pork Tenderloin,https://cookpad.com/us/recipes/329905-ginger-pork-tenderloin
query-33,Q0,cooking+recipe1m+b71622d99ff702065715ad5021ad17f6,2,can i have tender cooked pork,Twice-Cooked Pork Tenderloin,http://cooking.nytimes.com/recipes/11897
query-33,Q0,cooking+recipe1m+c20fd8375c14c37a7af35bed5c8e7c62,2,can i have tender cooked pork,Baked Pork Tenderloin,https://recipeland.com/recipe/v/baked-pork-tenderloin-2179
query-33,Q0,cooking+recipe1m+cce02dcee3403cc800e0bfa0ecb7902f,0,can i have tender cooked pork,Menudo Filipina,http://www.foodgeeks.com/recipes/19036
query-33,Q0,cooking+recipe1m+cfaa25a0f8729d6baa8942d9ac0b1c7f,0,can i have tender cooked pork,Spicy Soy Based Soup with Cellophane Noodles and Ginger,https://cookpad.com/us/recipes/154073-spicy-soy-based-soup-with-cellophane-noodles-and-ginger
query-33,Q0,cooking+recipe1m+d23676a08867a3f5bba63254cb509304,2,can i have tender cooked pork,Pork Tenderloin with Almonds and Balsamic Vinegar,http://tastykitchen.com/recipes/main-courses/pork-tenderloin-with-almonds-and-balsamic-vinegar/
query-33,Q0,cooking+recipe1m+d4bc9b82923eccb0d961c50063042f47,2,can i have tender cooked pork,Slow-Cooked Pork With Dijon Mustard and White Wine Sauce,http://www.food.com/recipe/slow-cooked-pork-with-dijon-mustard-and-white-wine-sauce-237950
query-33,Q0,cooking+recipe1m+d697e500c007a1a9b254afb8fb39d326,2,can i have tender cooked pork,Slow-Roasted Pork Jambalaya,http://www.foodandwine.com/recipes/slow-roasted-pork-jambalaya
query-33,Q0,cooking+recipe1m+d6fc998c6e7f654873b568ac06abc208,1,can i have tender cooked pork,Pork & Eggplant Stir-Fry with Ketchup Curry Sauce,https://cookpad.com/us/recipes/154596-pork-eggplant-stir-fry-with-ketchup-curry-sauce
query-33,Q0,cooking+recipe1m+d8e3fb2ae9f6faa82210cb87cc38f98f,2,can i have tender cooked pork,Grilled Pork Tenderloin,http://allrecipes.com/recipe/grilled-pork-tenderloin/
query-33,Q0,cooking+recipe1m+da46fba69ab1f60c9a45ba9eca9a6cb2,1,can i have tender cooked pork,Herb Roated Pork Tenderloin with Preserves,http://tastykitchen.com/recipes/main-courses/herb-roated-pork-tenderloin-with-preserves/
query-33,Q0,cooking+recipe1m+dc5ab0d1ac72d824d1cd17e65d18de15,1,can i have tender cooked pork,Carne Abodaba with a Halo of Blue Cornbread,http://www.cookstr.com/recipes/carne-abodaba-with-a-halo-of-blue-cornbread
query-33,Q0,cooking+recipe1m+e4eb1ecd89cd62583f053cc1b8aeda3c,1,can i have tender cooked pork,Tender Stewed Pork Belly Chunks,https://cookpad.com/us/recipes/146315-tender-stewed-pork-belly-chunks
query-33,Q0,cooking+recipe1m+f395c143e780f608a0f2b8f2351d8b6b,2,can i have tender cooked pork,Slow Cooker Thai Pork With Peanut Sauce,http://www.food.com/recipe/slow-cooker-thai-pork-with-peanut-sauce-519840
query-33,Q0,cooking+recipe1m+f39b9c8acea01b21965ed891d49c0258,2,can i have tender cooked pork,Yokkaichi Pork Steak--The Real Deal,https://cookpad.com/us/recipes/145161-yokkaichi-pork-steak-the-real-deal
query-33,Q0,cooking+recipe1m+f5124b3764e77406ed1e40bb83713e2c,2,can i have tender cooked pork,Rich and Creamy Tender Pork Chops (Pressure Cooked),http://www.food.com/recipe/rich-and-creamy-tender-pork-chops-pressure-cooked-165500
query-33,Q0,cooking+recipe1m+f872159e64ee2ef9d116355e5a44188e,2,can i have tender cooked pork,Easy Pozole Mexican Style,https://cookpad.com/us/recipes/363415-easy-pozole-mexican-style
query-33,Q0,cooking+recipe1m+fca121c1828a3722c4a87bbf9c6f977e,2,can i have tender cooked pork,"Easy Tender ""Roast"" Pork",https://cookpad.com/us/recipes/169710-easy-tender-roast-pork
query-33,Q0,cooking+recipe1m+fe53d13b3eb9bb0b17f747271059a6a4,0,can i have tender cooked pork,Cajun Boudin,http://allrecipes.com/recipe/cajun-boudin/
query-34,Q0,cooking+recipe1m+034ef38c2b77fc84e593a69148f25c26,2,can i have soup good for the summer,Chilled Kale and Potato Soup,http://allrecipes.com/recipe/chilled-kale-and-potato-soup/
query-34,Q0,cooking+recipe1m+072c8eb945bf9fdba6a5281936150d2c,0,can i have soup good for the summer,Tomato Summer Pudding,http://www.foodnetwork.com/recipes/tomato-summer-pudding-recipe0.html
query-34,Q0,cooking+recipe1m+08d1f0214662ac3f53e936da54251d3b,2,can i have soup good for the summer,Creamy Summer Squash Soup,http://allrecipes.com/recipe/creamy-summer-squash-soup/
query-34,Q0,cooking+recipe1m+0b699792a482762ba71b0fb6fc7ab027,0,can i have soup good for the summer,Mexican Meltdown,http://www.food.com/recipe/mexican-meltdown-402003
query-34,Q0,cooking+recipe1m+0b77a9407d1902291cc3f0571a153eb0,2,can i have soup good for the summer,Summer Tomato Soup,http://www.foodgeeks.com/recipes/1134
query-34,Q0,cooking+recipe1m+0bce38caba5f1585f4d5b2cadca6c96c,2,can i have soup good for the summer,Summer Day Soup,http://www.myrecipes.com/recipe/summer-day-soup
query-34,Q0,cooking+recipe1m+11258da66d3fa7864b7f3dc2b69e413b,1,can i have soup good for the summer,Summer's Bounty Soup With Pasta,http://www.food.com/recipe/summers-bounty-soup-with-pasta-323284
query-34,Q0,cooking+recipe1m+11262a71c453b8515bd4fd84e002638f,2,can i have soup good for the summer,Curried Summer Squash Soup,http://cooking.nytimes.com/recipes/3843
query-34,Q0,cooking+recipe1m+1165d738b8872a345be34c40dc275ee5,2,can i have soup good for the summer,Summer Tomato Soup With Basil Cream,http://cooking.nytimes.com/recipes/3747
query-34,Q0,cooking+recipe1m+11b067bcef7f82d7608ab1e6c4b0b766,2,can i have soup good for the summer,Vegetable Soup for Summer,http://www.food.com/recipe/vegetable-soup-for-summer-182024
query-34,Q0,cooking+recipe1m+182b88109540a86c6f024387c8322e28,0,can i have soup good for the summer,"Joe's "" Kale and Spinach"" Soup",http://www.food.com/recipe/joes-kale-and-spinach-soup-265140
query-34,Q0,cooking+recipe1m+19f3655b0d15972d31c13655438f241f,1,can i have soup good for the summer,Soup,https://recipeland.com/recipe/v/soup-40644
query-34,Q0,cooking+recipe1m+225ad3b19cf0c7ab7fa8f60951efe7b7,2,can i have soup good for the summer,Cold Summer Soup,http://www.food.com/recipe/cold-summer-soup-132588
query-34,Q0,cooking+recipe1m+23809e3b6028e2390a02e5b07cca959e,2,can i have soup good for the summer,Starter Avocado Soup with Spicy Grilled Shrimp,https://cookpad.com/us/recipes/341133-starter-avocado-soup-with-spicy-grilled-shrimp
query-34,Q0,cooking+recipe1m+24a358b777a0846b627748bbbbc80566,2,can i have soup good for the summer,Carrot and Apple Soup,http://www.food.com/recipe/carrot-and-apple-soup-65757
query-34,Q0,cooking+recipe1m+24c24f0548c40841b36181d05998f9f2,0,can i have soup good for the summer,Porcupine Meatballs Recipe,http://cookeatshare.com/recipes/porcupine-meatballs-7282
query-34,Q0,cooking+recipe1m+24cc4c3973c75665d87c9707846a7156,2,can i have soup good for the summer,Good Eats Indian Summer Soup,https://recipeland.com/recipe/v/good-eats-indian-summer-soup-43196
query-34,Q0,cooking+recipe1m+2c960613cd3e44cfd4b85bf6b6397766,2,can i have soup good for the summer,Summer Squash and Chervil Soup,http://online-cookbook.com/goto/cook/rpage/000F06
query-34,Q0,cooking+recipe1m+2d568a79e51fb9905afe9486ca4d6409,2,can i have soup good for the summer,Nearly Instant Thai Coconut Corn Soup,http://www.cookstr.com/recipes/nearly-instant-thai-coconut-corn-soup
query-34,Q0,cooking+recipe1m+303814f317ac03f740e6b8d8c89c63a4,2,can i have soup good for the summer,sig's Yayla Turkish Summersoup,https://cookpad.com/us/recipes/336549-sigs-yayla-turkish-summersoup
query-34,Q0,cooking+recipe1m+309c5d0da1d86194df2b667bfa09f282,1,can i have soup good for the summer,Soup for the Soul,https://cookpad.com/us/recipes/345716-soup-for-the-soul
query-34,Q0,cooking+recipe1m+32ec8d2f8d621c0e08241c45fecc68ae,0,can i have soup good for the summer,Beef Noodle Goulash,https://cookpad.com/us/recipes/346227-beef-noodle-goulash
query-34,Q0,cooking+recipe1m+33325ecaf412b6e0263376441f7b35c7,2,can i have soup good for the summer,Summer Fruit Soup,http://www.food.com/recipe/summer-fruit-soup-96259
query-34,Q0,cooking+recipe1m+33affd668d838508e5d892cca291cc34,2,can i have soup good for the summer,Summer Fruit Soup,http://www.food.com/recipe/summer-fruit-soup-235711
query-34,Q0,cooking+recipe1m+3dcff1664bf724b306c3cea791f704d6,2,can i have soup good for the summer,Good Eats Indian Summer Soup,http://www.food.com/recipe/good-eats-indian-summer-soup-86332
query-34,Q0,cooking+recipe1m+3de67a9274e16cccbac17c02d0232064,2,can i have soup good for the summer,Summer Vegetable Soup with Pesto,http://tastykitchen.com/recipes/soups/summer-vegetable-soup-with-pesto/
query-34,Q0,cooking+recipe1m+3fa0671a5cc36d74bdf09131a2770945,2,can i have soup good for the summer,Nearly Instant Thai Coconut Corn Soup,http://www.epicurious.com/recipes/food/views/nearly-instant-thai-coconut-corn-soup-390441
query-34,Q0,cooking+recipe1m+423c61dcd04d2336c9ae35fd787c23fc,2,can i have soup good for the summer,Spinach Fennel Soup,http://www.epicurious.com/recipes/food/views/spinach-fennel-soup-11884
query-34,Q0,cooking+recipe1m+45934097d512e7d0e46db175f92ded3a,1,can i have soup good for the summer,Hearty Chicken Soup,http://www.food.com/recipe/hearty-chicken-soup-441237
query-34,Q0,cooking+recipe1m+499ce1e7614bc99230bfac6268612712,2,can i have soup good for the summer,Summer Squash and Onion Soup with Toasted Almonds,http://www.foodnetwork.com/recipes/summer-squash-and-onion-soup-with-toasted-almonds-recipe.html
query-34,Q0,cooking+recipe1m+4d7254114665e4817d26d7083544b7ee,1,can i have soup good for the summer,Soup,http://www.food.com/recipe/soup-389634
query-34,Q0,cooking+recipe1m+4fc1cea1037f8c44da4894904e2c51f9,2,can i have soup good for the summer,Finnish Summer Soup,http://www.food.com/recipe/finnish-summer-soup-7025
query-34,Q0,cooking+recipe1m+5792be2aaebff4c4b465dedc1448f220,1,can i have soup good for the summer,Soup,http://www.food.com/recipe/soup-271834
query-34,Q0,cooking+recipe1m+58e368871dd4406732c1e0fb287f122c,2,can i have soup good for the summer,Sunny's Summer Red Soup,http://www.foodnetwork.com/recipes/sunny-anderson/sunnys-summer-red-soup.html
query-34,Q0,cooking+recipe1m+59f08e150f3de262e8418f0400efa787,2,can i have soup good for the summer,Cool 'n' Spicy Green Tomato Soup with Crab and Country Ham,http://www.foodnetwork.com/recipes/emeril-lagasse/cool-n-spicy-green-tomato-soup-with-crab-and-country-ham-recipe.html
query-34,Q0,cooking+recipe1m+5debba893cf24e57aa932745b016ec7e,1,can i have soup good for the summer,"""heart Healthy"" Turkey Vegetable Soup",http://www.food.com/recipe/heart-healthy-turkey-vegetable-soup-446680
query-34,Q0,cooking+recipe1m+5e6171d903e503afbb17c34eba298712,2,can i have soup good for the summer,Summer Squash Soup (Hot or Cold),http://www.food.com/recipe/summer-squash-soup-hot-or-cold-292481
query-34,Q0,cooking+recipe1m+6230a191da66afdc3ccfb962437bde06,2,can i have soup good for the summer,Summer Vegetable Soup,http://www.food.com/recipe/summer-vegetable-soup-463355
query-34,Q0,cooking+recipe1m+6af389dfe71e970449ef2f16ba1968a2,2,can i have soup good for the summer,Uncle Bill's Sweet Pea Soup,http://www.food.com/recipe/uncle-bills-sweet-pea-soup-153474
query-34,Q0,cooking+recipe1m+6bf583bf9803bc16e26292f3114d748f,0,can i have soup good for the summer,Hungarian Three Coin Spinach-Potato Soup,http://www.food.com/recipe/hungarian-three-coin-spinach-potato-soup-282989
query-34,Q0,cooking+recipe1m+6cf85f5970bff9fcce7b9f9b6fc7ce72,1,can i have soup good for the summer,Late-Summer Soup,https://recipeland.com/recipe/v/late-summer-soup-43985
query-34,Q0,cooking+recipe1m+731c980a0d09e1ccceef57c3ae416ee5,2,can i have soup good for the summer,Summer Soup,http://www.food.com/recipe/summer-soup-199722
query-34,Q0,cooking+recipe1m+75aaa9ac67ed0bc4f748dd4fbd3cbe5a,2,can i have soup good for the summer,Summer-Squash Soup with Parsley Mint Pistou,http://www.epicurious.com/recipes/food/views/summer-squash-soup-with-parsley-mint-pistou-235736
query-34,Q0,cooking+recipe1m+76dfbbb57ec8f4397b74877330589183,2,can i have soup good for the summer,"""The First Course on a Warm Summer's Evening"" Soup",http://www.food.com/recipe/the-first-course-on-a-warm-summers-evening-soup-35536
query-34,Q0,cooking+recipe1m+7ebb92f1f75dbb5a35fcd863bdf619d7,2,can i have soup good for the summer,Best of the Best Chunky Summer Tomato Soup,http://www.food.com/recipe/best-of-the-best-chunky-summer-tomato-soup-363233
query-34,Q0,cooking+recipe1m+812c36b8486c96ffc2a9721b9cd51cf2,2,can i have soup good for the summer,Summer Fruit Soup,http://www.vegetariantimes.com/recipe/summer-fruit-soup/
query-34,Q0,cooking+recipe1m+8594d21be7308aed6b6b32d2f5bc95b5,2,can i have soup good for the summer,Indian-Style Summer Squash Soup,http://www.foodandwine.com/recipes/indian-style-summer-squash-soup
query-34,Q0,cooking+recipe1m+86fc4ab066109298bf31c94e7fde2c0c,0,can i have soup good for the summer,Easy Stew For Two Recipe,http://cookeatshare.com/recipes/easy-stew-for-two-54313
query-34,Q0,cooking+recipe1m+8846bd0ed724143e24cf4ceb431806d9,2,can i have soup good for the summer,Golden Summer Soup,http://www.food.com/recipe/golden-summer-soup-96793
query-34,Q0,cooking+recipe1m+8f807422bc1bdd85d6e242142d3a5263,2,can i have soup good for the summer,Summer Vegetable Soup,http://www.food.com/recipe/summer-vegetable-soup-70100
query-34,Q0,cooking+recipe1m+907b59de761ce727763aa84293e9e4fd,2,can i have soup good for the summer,Fish Soup with Summer Vegetables and Rouille,http://www.foodnetwork.com/recipes/emeril-lagasse/fish-soup-with-summer-vegetables-and-rouille-recipe.html
query-34,Q0,cooking+recipe1m+9258fd6d037c45c7b4aba99434f6043b,0,can i have soup good for the summer,Unbelievable Tomato Sandwiches,http://www.food.com/recipe/unbelievable-tomato-sandwiches-228479
query-34,Q0,cooking+recipe1m+981a71a25bcd35994652f180b8b674cc,2,can i have soup good for the summer,Chilled Strawberry and Mint Soup,http://www.foodnetwork.com/recipes/robert-irvine/chilled-strawberry-and-mint-soup-recipe.html
query-34,Q0,cooking+recipe1m+9850a793802731ff6d72490f9a0f6c49,1,can i have soup good for the summer,Soup Starter/All Season Blend (From the Uncheese Cookbook),http://www.food.com/recipe/soup-starter-all-season-blend-from-the-uncheese-cookbook-513643
query-34,Q0,cooking+recipe1m+9be0ec0c2a47cfafe647242c480db4bd,0,can i have soup good for the summer,Mexican Chicken a.k.a. King Ranch Chicken Casserole,http://tastykitchen.com/recipes/main-courses/mexican-chicken-a-k-a-king-ranch-chicken-casserole/
query-34,Q0,cooking+recipe1m+9c04cedd8311eccec06949edffea8be4,2,can i have soup good for the summer,Summer Garden Soup,http://www.delish.com/recipefinder/summer-garden-soup-ghk
query-34,Q0,cooking+recipe1m+9ed8a03a479271c0167c472f8ebc7817,1,can i have soup good for the summer,Soup,https://cookpad.com/us/recipes/351840-soup
query-34,Q0,cooking+recipe1m+a66bf915b9324690669e1e7e11cd821e,2,can i have soup good for the summer,"Favorite Summer Soup: Leek, Fennel, Onion and Potato",http://www.food.com/recipe/favorite-summer-soup-leek-fennel-onion-and-potato-387430
query-34,Q0,cooking+recipe1m+a7d5a3b3e43b8625dc7800e3692777e1,1,can i have soup good for the summer,Chunky Vegetable Soup,http://www.cookstr.com/recipes/chunky-vegetable-soup
query-34,Q0,cooking+recipe1m+aee12836b6c82ff8dacbfcb333ba6003,2,can i have soup good for the summer,Summer Vegetable Soup,https://recipeland.com/recipe/v/summer-vegetable-soup-37348
query-34,Q0,cooking+recipe1m+b037a0b0edcf3304b15ce0bafd6449e0,0,can i have soup good for the summer,Beautiful Borscht,https://cookpad.com/us/recipes/333344-beautiful-borscht
query-34,Q0,cooking+recipe1m+b0d57c2b60d11bd03e6c3add30d192a5,0,can i have soup good for the summer,"Spicy ""soup"" for One",http://www.food.com/recipe/spicy-soup-for-one-218784
query-34,Q0,cooking+recipe1m+b21543fc636c0374247254b1168979a3,2,can i have soup good for the summer,Chilled Tarragon Tomato Soup with Vegetable Confetti,http://www.foodnetwork.com/recipes/chilled-tarragon-tomato-soup-with-vegetable-confetti-recipe.html
query-34,Q0,cooking+recipe1m+b2347f1d76772bf95d024c02597173a8,2,can i have soup good for the summer,It's Summertime! Chilled Corn Soup from Corn-on-the-Cob,https://cookpad.com/us/recipes/156284-its-summertime-chilled-corn-soup-from-corn-on-the-cob
query-34,Q0,cooking+recipe1m+b6802be1192f386ee8aac72fcee2616b,2,can i have soup good for the summer,Summer Soup,http://www.food.com/recipe/summer-soup-481842
query-34,Q0,cooking+recipe1m+b812eb8a76990048c631c3c2fd7f067d,2,can i have soup good for the summer,Curried Summer Squash Soup With Yuba and Cilantro,http://cooking.nytimes.com/recipes/8295
query-34,Q0,cooking+recipe1m+b8cafcf85d0caf3c6f40685696ae155b,2,can i have soup good for the summer,Chilled Summer Soup,http://www.food.com/recipe/chilled-summer-soup-184877
query-34,Q0,cooking+recipe1m+b94e393f156fd7eb3a3942f4d0c7cca2,0,can i have soup good for the summer,Portuguese Enchiladas Recipe,http://cookeatshare.com/recipes/portuguese-enchiladas-17151
query-34,Q0,cooking+recipe1m+d2316735c5cfdbaf544b90fb6a440938,2,can i have soup good for the summer,Summer Squash Soup,http://www.epicurious.com/recipes/food/views/summer-squash-soup-383635
query-34,Q0,cooking+recipe1m+d7015f64444304604fe2dc6fc6fe1cd2,2,can i have soup good for the summer,Spicy Herbed Summer Gazpacho,http://www.food.com/recipe/spicy-herbed-summer-gazpacho-370932
query-34,Q0,cooking+recipe1m+d8c84c6f14b9b71d0b2d22cf9a5d6ae6,1,can i have soup good for the summer,Bountiful Barley Soup Recipe,http://cookeatshare.com/recipes/bountiful-barley-soup-54589
query-34,Q0,cooking+recipe1m+d988383f655564d0789812e410286c75,1,can i have soup good for the summer,Minestrone Soup,http://tastykitchen.com/recipes/soups/minestrone-soup-10/
query-34,Q0,cooking+recipe1m+e04d44ba40c52dfbf00654923ec3a9cc,2,can i have soup good for the summer,Roasted Garlic Summer Squash Soup,http://tastykitchen.com/recipes/soups/roasted-garlic-summer-squash-soup/
query-34,Q0,cooking+recipe1m+e0d974d1b6bf06ee27fa3a53593ab2fe,2,can i have soup good for the summer,Apple Parsnip Soup,http://www.food.com/recipe/apple-parsnip-soup-403059
query-34,Q0,cooking+recipe1m+e147121d49f39054c3145265d2063ee4,1,can i have soup good for the summer,Delicious turkey pine nut soup,http://www.food.com/recipe/delicious-turkey-pine-nut-soup-80890
query-34,Q0,cooking+recipe1m+e18e653d15cb58d353c74f841453015d,0,can i have soup good for the summer,Hearty Goulash Soup,http://www.epicurious.com/recipes/food/views/hearty-goulash-soup-11021
query-34,Q0,cooking+recipe1m+e1ffbfb6f3043af044e8db4adb09ab63,0,can i have soup good for the summer,Savory Rice,http://www.foodgeeks.com/recipes/19439
query-34,Q0,cooking+recipe1m+f3dc805a07c3d6ad021858b74498bba7,2,can i have soup good for the summer,Summer Soup,http://www.foodgeeks.com/recipes/6846
query-34,Q0,cooking+recipe1m+fca92ebffe5b1fa364b95baf02078537,0,can i have soup good for the summer,Sweet-and-Sauerkraut Soup,http://www.epicurious.com/recipes/food/views/sweet-and-sauerkraut-soup-378901
query-34,Q0,cooking+recipe1m+fe40e43afe65c1807fcab16ca4eec3c0,1,can i have soup good for the summer,Somma (summer) or Krut (weed) Borscht,http://www.food.com/recipe/somma-summer-or-krut-weed-borscht-93778
query-34,Q0,cooking+recipe1m+ff62629638bb10cf80c2f231e5b3e202,2,can i have soup good for the summer,Summer Squash Soup with Basil,http://www.foodnetwork.com/recipes/summer-squash-soup-with-basil-recipe.html
query-35,Q0,cooking+recipe1m+01c3627949955aee4fd87ca38baf5c0c,0,how to make boiled easter eggs,Egg Salad With a Twist,http://www.food.com/recipe/egg-salad-with-a-twist-97575
query-35,Q0,cooking+recipe1m+024085c8986534f84273abcb3d36eb72,1,how to make boiled easter eggs,Hard Boiled Eggs,http://tastykitchen.com/recipes/salads/hard-boiled-eggs/
query-35,Q0,cooking+recipe1m+029e6e5c4d2d47d2fd0ad7b53ad15bfd,1,how to make boiled easter eggs,Devilish Eggs,http://www.foodnetwork.com/recipes/ellie-krieger/devilish-eggs-recipe.html
query-35,Q0,cooking+recipe1m+0ac317dbf2daab95afd9f3c694165899,2,how to make boiled easter eggs,Purple Easter Eggs,http://tastykitchen.com/recipes/holidays/purple-easter-eggs/
query-35,Q0,cooking+recipe1m+11d2d76d236c046ef232d4bc9e29a4b4,0,how to make boiled easter eggs,KiwiCats Gourmet Salad With Chicken,http://www.food.com/recipe/kiwicats-gourmet-salad-with-chicken-512218
query-35,Q0,cooking+recipe1m+11e3fd50b51a324da44143b11eedb127,1,how to make boiled easter eggs,Boiled Eggs with Salt-flavored Yolks,https://cookpad.com/us/recipes/144380-boiled-eggs-with-salt-flavored-yolks
query-35,Q0,cooking+recipe1m+156e20c34aa535679f0b109f9fa33929,0,how to make boiled easter eggs,Nicoise Salad,http://www.epicurious.com/recipes/food/views/nicoise-salad-392416
query-35,Q0,cooking+recipe1m+19bd3200215ad173c033d6b6c5dbabce,2,how to make boiled easter eggs,Easter eggs,https://cookpad.com/us/recipes/336398-easter-eggs
query-35,Q0,cooking+recipe1m+1b15c873b64b1234cf6a04c86ceed4d0,0,how to make boiled easter eggs,Easy Chicken-Egg Rice Bowl,https://cookpad.com/us/recipes/188080-easy-chicken-egg-rice-bowl
query-35,Q0,cooking+recipe1m+1dd055b6dac250607e42652d38f3ba5a,0,how to make boiled easter eggs,Frog Eye Salad,http://online-cookbook.com/goto/cook/rpage/001265
query-35,Q0,cooking+recipe1m+216c614547c641be5ada3b682642b96c,0,how to make boiled easter eggs,"Pizza Gain Aka Pizzagaina, Pizza Rustica, Italian Easter Ham Pie",http://www.food.com/recipe/pizza-gain-aka-pizzagaina-pizza-rustica-italian-easter-ham-pie-293899
query-35,Q0,cooking+recipe1m+25656bd1960aad6b5d657a7b47b8ab12,0,how to make boiled easter eggs,Ham and Egg Pie,http://www.food.com/recipe/ham-and-egg-pie-79534
query-35,Q0,cooking+recipe1m+25cbf61acd91062a8a68fe5e550c7fcc,2,how to make boiled easter eggs,Easy Boiled Egg,https://cookpad.com/us/recipes/145187-easy-boiled-egg%E2%99%AA
query-35,Q0,cooking+recipe1m+2ad583351c543b3560479f3a4cc3daaa,0,how to make boiled easter eggs,Smoked Salmon and Dill Egg Salad Tea Sandwiches,http://www.foodnetwork.com/recipes/smoked-salmon-and-dill-egg-salad-tea-sandwiches-recipe.html
